id,RFM_Overall,Segment
80977,434,Need Attention
80978,321,About To Sleep
8098,334,Need Attention
80980,113,Cannot Lose Them
80982,334,Need Attention
80983,142,At Risk
80984,211,Hibernating customers
80985,133,At Risk
80986,513,Promising
80988,343,Need Attention
80991,334,Need Attention
80992,332,Hibernating customers
80993,111,Lost customers
80994,333,Potential Loyalist
80995,434,Need Attention
80997,331,About To Sleep
80998,221,About To Sleep
80999,414,Promising
81,341,Potential Loyalist
810,343,Need Attention
8100,455,Champions
81000,424,Promising
81001,121,Lost customers
81002,332,Hibernating customers
81004,533,Potential Loyalist
81007,344,Loyal
81008,322,Hibernating customers
81009,153,At Risk
8101,222,Hibernating customers
81010,253,At Risk
81011,431,Potential Loyalist
81012,455,Champions
81014,511,New Customers
81016,513,Promising
81017,444,Loyal
81019,322,Hibernating customers
8102,134,At Risk
81020,555,Champions
81021,331,About To Sleep
81022,513,Promising
81023,144,Cannot Lose Them
81024,524,Promising
81026,232,Hibernating customers
81028,143,At Risk
81029,554,Champions
8103,232,Hibernating customers
81031,135,At Risk
81032,553,Potential Loyalist
81033,421,New Customers
81034,452,Potential Loyalist
81035,331,About To Sleep
81036,432,Potential Loyalist
81039,131,Lost customers
8104,543,Loyal
81041,224,At Risk
81042,354,Loyal
81043,113,Cannot Lose Them
81044,552,Potential Loyalist
81045,313,Promising
81046,454,Champions
81047,353,Potential Loyalist
81049,135,At Risk
8105,242,At Risk
81050,512,New Customers
81053,111,Lost customers
81056,425,Promising
81057,131,Lost customers
81058,123,Hibernating customers
81059,432,Potential Loyalist
8106,542,Potential Loyalist
81060,341,Potential Loyalist
81061,242,At Risk
81062,355,Loyal
81063,331,About To Sleep
81065,144,Cannot Lose Them
81066,253,At Risk
81067,423,Potential Loyalist
81068,332,Hibernating customers
8107,355,Loyal
81072,322,Hibernating customers
81073,422,New Customers
81076,142,At Risk
81079,243,At Risk
8108,554,Champions
81082,322,Hibernating customers
81083,553,Potential Loyalist
81085,431,Potential Loyalist
81088,524,Promising
81089,432,Potential Loyalist
8109,552,Potential Loyalist
81092,514,Promising
81093,155,Cannot Lose Them
81095,132,Hibernating customers
81097,242,At Risk
81098,444,Loyal
81099,131,Lost customers
81101,133,At Risk
81103,555,Champions
81104,343,Need Attention
81106,342,Potential Loyalist
81107,242,At Risk
81108,311,New Customers
81109,242,At Risk
81112,532,Potential Loyalist
81114,443,Need Attention
81115,433,Potential Loyalist
81118,441,Potential Loyalist
81119,354,Loyal
8112,353,Potential Loyalist
81120,443,Need Attention
81122,125,At Risk
81123,422,New Customers
81125,131,Lost customers
81126,454,Champions
81127,253,At Risk
81128,442,Potential Loyalist
81129,213,About To Sleep
8113,115,Cannot Lose Them
81130,311,New Customers
81132,332,Hibernating customers
81133,433,Potential Loyalist
81136,331,About To Sleep
81137,331,About To Sleep
81138,355,Loyal
8114,222,Hibernating customers
81140,233,Hibernating customers
81141,224,At Risk
81145,253,At Risk
81149,321,About To Sleep
8115,315,Promising
81151,224,At Risk
81152,133,At Risk
81153,422,New Customers
81154,513,Promising
81155,553,Potential Loyalist
81156,345,Loyal
81157,254,At Risk
81158,331,About To Sleep
81159,223,Hibernating customers
8116,253,At Risk
81160,512,New Customers
81161,554,Champions
81164,411,New Customers
81166,123,Hibernating customers
81167,315,Promising
8117,445,Champions
81170,342,Potential Loyalist
81171,533,Potential Loyalist
81173,535,Need Attention
81174,421,New Customers
81175,554,Champions
81176,521,Promising
8118,555,Champions
81180,241,About To Sleep
81180,241,Hibernating customers
81181,243,At Risk
81182,544,Champions
81183,321,About To Sleep
81185,133,At Risk
81186,112,Lost customers
81188,321,About To Sleep
81189,234,At Risk
8119,321,About To Sleep
81190,112,Lost customers
81191,512,New Customers
81193,333,Potential Loyalist
81194,245,At Risk
81195,313,Promising
81198,355,Loyal
81199,154,Cannot Lose Them
812,241,About To Sleep
812,241,Hibernating customers
8120,444,Loyal
81201,211,Hibernating customers
81202,215,Cannot Lose Them
81203,344,Loyal
81204,322,Hibernating customers
81205,221,About To Sleep
81206,554,Champions
81207,345,Loyal
81208,455,Champions
81209,253,At Risk
8121,452,Potential Loyalist
81211,144,Cannot Lose Them
81212,142,At Risk
81213,533,Potential Loyalist
81214,533,Potential Loyalist
81215,522,Promising
81216,441,Potential Loyalist
81218,211,Hibernating customers
81219,513,Promising
8122,514,Promising
81220,511,New Customers
81223,455,Champions
81226,353,Potential Loyalist
81227,254,At Risk
81228,241,Hibernating customers
81228,241,About To Sleep
8123,555,Champions
81230,555,Champions
81231,344,Loyal
81232,111,Lost customers
81233,242,At Risk
81234,225,At Risk
81238,332,Hibernating customers
81239,321,About To Sleep
8124,532,Potential Loyalist
81240,554,Champions
81241,144,Cannot Lose Them
81242,413,Promising
81243,145,At Risk
81244,345,Loyal
81245,512,New Customers
81246,121,Lost customers
81247,331,About To Sleep
81248,513,Promising
81249,241,About To Sleep
81249,241,Hibernating customers
81250,121,Lost customers
81251,521,Promising
81252,355,Loyal
81254,455,Champions
81255,422,New Customers
81256,422,New Customers
81257,545,Champions
81258,512,New Customers
8126,113,Cannot Lose Them
81260,334,Need Attention
81261,344,Loyal
81263,332,Hibernating customers
81266,455,Champions
81267,433,Potential Loyalist
81268,555,Champions
81269,512,New Customers
8127,134,At Risk
81272,345,Loyal
81273,533,Potential Loyalist
81275,511,New Customers
81276,443,Need Attention
81277,355,Loyal
81278,123,Hibernating customers
81279,112,Lost customers
8128,535,Need Attention
81281,531,Potential Loyalist
81283,232,Hibernating customers
81284,111,Lost customers
81286,425,Promising
81287,513,Promising
81288,554,Champions
81289,523,Promising
81290,242,At Risk
81295,133,At Risk
81298,511,New Customers
813,331,About To Sleep
8130,232,Hibernating customers
81302,115,Cannot Lose Them
81303,455,Champions
81304,413,Promising
81306,413,Promising
81307,455,Champions
81309,432,Potential Loyalist
8131,341,Potential Loyalist
81311,423,Potential Loyalist
81312,511,New Customers
81313,131,Lost customers
81314,244,At Risk
81315,333,Potential Loyalist
81316,211,Hibernating customers
81318,313,Promising
8132,423,Potential Loyalist
81320,155,Cannot Lose Them
81321,132,Hibernating customers
81322,534,Need Attention
81323,114,Cannot Lose Them
81324,245,At Risk
81325,212,Hibernating customers
81326,231,Hibernating customers
81326,231,About To Sleep
81328,352,Potential Loyalist
81329,331,About To Sleep
8133,325,Need Attention
81330,555,Champions
81331,241,Hibernating customers
81331,241,About To Sleep
81332,355,Loyal
81335,333,Potential Loyalist
81336,111,Lost customers
81337,341,Potential Loyalist
81338,224,At Risk
8134,121,Lost customers
81341,355,Loyal
81342,214,Cannot Lose Them
81343,222,Hibernating customers
81344,354,Loyal
81345,111,Lost customers
81346,523,Promising
81347,141,Lost customers
81348,445,Champions
81351,115,Cannot Lose Them
81353,355,Loyal
81354,122,Hibernating customers
81356,511,New Customers
81357,511,New Customers
81359,523,Promising
8136,425,Promising
81360,242,At Risk
81363,314,Promising
81364,554,Champions
81365,154,Cannot Lose Them
81366,131,Lost customers
81367,241,Hibernating customers
81367,241,About To Sleep
8137,444,Loyal
81370,245,At Risk
81372,553,Potential Loyalist
81373,532,Potential Loyalist
81374,113,Cannot Lose Them
81375,131,Lost customers
81377,454,Champions
81379,244,At Risk
8138,113,Cannot Lose Them
81381,544,Champions
81382,442,Potential Loyalist
81383,134,At Risk
81385,142,At Risk
81388,514,Promising
81389,245,At Risk
81390,123,Hibernating customers
81391,234,At Risk
81392,441,Potential Loyalist
81393,335,Loyal
81394,521,Promising
81395,555,Champions
81397,424,Promising
81398,354,Loyal
81399,555,Champions
814,454,Champions
8140,113,Cannot Lose Them
81400,242,At Risk
81401,314,Promising
81402,211,Hibernating customers
81403,531,Potential Loyalist
81406,113,Cannot Lose Them
81407,432,Potential Loyalist
81408,331,About To Sleep
81409,512,New Customers
8141,111,Lost customers
81410,355,Loyal
81412,343,Need Attention
81413,221,About To Sleep
81414,142,At Risk
81415,331,About To Sleep
81416,115,Cannot Lose Them
81418,431,Potential Loyalist
81419,411,New Customers
81420,244,At Risk
81421,452,Potential Loyalist
81422,455,Champions
81423,445,Champions
81424,255,At Risk
81425,554,Champions
81426,245,At Risk
81429,243,At Risk
8143,211,Hibernating customers
81430,545,Champions
81431,153,At Risk
81432,515,Promising
81433,212,Hibernating customers
81434,555,Champions
81435,215,Cannot Lose Them
81436,432,Potential Loyalist
81437,222,Hibernating customers
81438,455,Champions
81439,323,Potential Loyalist
81440,553,Potential Loyalist
81441,141,Lost customers
81442,444,Loyal
81445,554,Champions
81446,242,At Risk
81447,525,Promising
81449,411,New Customers
8145,352,Potential Loyalist
81450,455,Champions
81451,221,About To Sleep
81452,154,Cannot Lose Them
81454,453,Potential Loyalist
81455,125,At Risk
81456,114,Cannot Lose Them
81457,343,Need Attention
81460,354,Loyal
81461,535,Need Attention
81462,455,Champions
81463,155,Cannot Lose Them
81464,114,Cannot Lose Them
81465,323,Potential Loyalist
81466,255,At Risk
81467,342,Potential Loyalist
81468,414,Promising
81469,513,Promising
81471,422,New Customers
81474,555,Champions
81475,243,At Risk
81478,455,Champions
81479,512,New Customers
8148,245,At Risk
81480,211,Hibernating customers
81481,255,At Risk
81482,255,At Risk
81483,234,At Risk
81484,544,Champions
81486,111,Lost customers
81487,511,New Customers
81488,433,Potential Loyalist
81489,355,Loyal
81491,333,Potential Loyalist
81493,532,Potential Loyalist
81494,132,Hibernating customers
81495,522,Promising
81496,352,Potential Loyalist
81497,124,At Risk
81498,455,Champions
81499,322,Hibernating customers
815,131,Lost customers
8150,332,Hibernating customers
81501,344,Loyal
81505,232,Hibernating customers
81506,114,Cannot Lose Them
8151,531,Potential Loyalist
81510,445,Champions
81511,524,Promising
81512,455,Champions
81513,131,Lost customers
81514,124,At Risk
81516,553,Potential Loyalist
81519,512,New Customers
8152,514,Promising
81520,311,New Customers
81521,424,Promising
81522,514,Promising
81523,232,Hibernating customers
81524,321,About To Sleep
81525,211,Hibernating customers
81526,112,Lost customers
81527,211,Hibernating customers
81528,455,Champions
8153,414,Promising
81530,353,Potential Loyalist
81531,431,Potential Loyalist
81533,114,Cannot Lose Them
81534,315,Promising
81535,431,Potential Loyalist
81537,114,Cannot Lose Them
81538,131,Lost customers
8154,212,Hibernating customers
81540,445,Champions
81542,423,Potential Loyalist
81544,532,Potential Loyalist
81545,321,About To Sleep
81546,244,At Risk
81548,133,At Risk
81549,321,About To Sleep
8155,241,About To Sleep
8155,241,Hibernating customers
81550,215,Cannot Lose Them
81551,553,Potential Loyalist
81552,521,Promising
81553,123,Hibernating customers
81555,244,At Risk
81556,121,Lost customers
81558,211,Hibernating customers
81560,431,Potential Loyalist
81561,354,Loyal
81562,455,Champions
81563,221,About To Sleep
81564,331,About To Sleep
81566,555,Champions
81567,412,New Customers
81568,525,Promising
81569,535,Need Attention
8157,234,At Risk
81570,334,Need Attention
81571,523,Promising
81572,455,Champions
81573,212,Hibernating customers
81574,325,Need Attention
81575,533,Potential Loyalist
81576,133,At Risk
81577,244,At Risk
81578,411,New Customers
81580,235,At Risk
81582,511,New Customers
81583,555,Champions
81587,424,Promising
81588,513,Promising
81589,425,Promising
8159,244,At Risk
81590,222,Hibernating customers
81591,345,Loyal
81592,232,Hibernating customers
81593,555,Champions
81594,221,About To Sleep
81595,223,Hibernating customers
81596,521,Promising
81597,121,Lost customers
81599,353,Potential Loyalist
816,313,Promising
8160,432,Potential Loyalist
81602,354,Loyal
81604,144,Cannot Lose Them
81605,345,Loyal
81606,511,New Customers
81608,123,Hibernating customers
8161,513,Promising
81610,314,Promising
81611,223,Hibernating customers
81613,325,Need Attention
81615,243,At Risk
81617,455,Champions
81618,453,Potential Loyalist
8162,111,Lost customers
81620,555,Champions
81622,115,Cannot Lose Them
81624,323,Potential Loyalist
81625,321,About To Sleep
81626,521,Promising
81627,335,Loyal
8163,242,At Risk
81631,241,About To Sleep
81631,241,Hibernating customers
81632,521,Promising
81633,552,Potential Loyalist
81634,431,Potential Loyalist
81635,331,About To Sleep
81636,245,At Risk
81637,143,At Risk
81638,212,Hibernating customers
81639,554,Champions
8164,233,Hibernating customers
81640,221,About To Sleep
81643,142,At Risk
81644,224,At Risk
81646,533,Potential Loyalist
81648,343,Need Attention
81649,411,New Customers
8165,534,Need Attention
81652,512,New Customers
81653,212,Hibernating customers
81654,543,Loyal
81658,543,Loyal
81659,111,Lost customers
81661,144,Cannot Lose Them
81662,122,Hibernating customers
81663,232,Hibernating customers
81664,532,Potential Loyalist
81665,115,Cannot Lose Them
81666,554,Champions
81667,455,Champions
81668,223,Hibernating customers
81669,321,About To Sleep
8167,323,Potential Loyalist
81670,221,About To Sleep
81671,422,New Customers
81672,323,Potential Loyalist
81673,455,Champions
81674,243,At Risk
81675,141,Lost customers
81676,444,Loyal
81677,414,Promising
81679,143,At Risk
81680,211,Hibernating customers
81681,455,Champions
81682,132,Hibernating customers
81683,555,Champions
81684,412,New Customers
81685,545,Champions
81686,333,Potential Loyalist
81687,531,Potential Loyalist
81688,334,Need Attention
81689,414,Promising
81690,121,Lost customers
81692,121,Lost customers
81693,222,Hibernating customers
81694,531,Potential Loyalist
81695,332,Hibernating customers
81696,213,About To Sleep
81697,454,Champions
